education,experience,ethnicity,smsa,region,parttime,wage
18,6.0,cauc,yes,northeast,no,368.0
15,1.0,cauc,yes,northeast,no,370.37
11,8.0,cauc,yes,northeast,no,332.38
12,40.0,cauc,yes,northeast,no,593.54
16,45.0,afam,yes,northeast,yes,261.16
6,15.0,cauc,yes,northeast,no,402.58
17,9.0,cauc,yes,northeast,no,925.93
8,29.0,cauc,yes,northeast,no,593.54
11,46.0,afam,yes,northeast,no,712.25
11,25.0,cauc,yes,northeast,no,759.73
12,45.0,cauc,yes,northeast,no,830.96
12,18.0,cauc,yes,northeast,no,1044.63
11,18.0,afam,yes,northeast,no,474.83
12,19.0,cauc,yes,northeast,no,474.83
12,48.0,afam,yes,northeast,no,493.83
12,24.0,afam,yes,northeast,no,332.38
12,40.0,cauc,yes,northeast,no,830.96
12,43.0,cauc,yes,northeast,no,641.03
12,30.0,afam,yes,northeast,no,427.35
7,44.0,cauc,yes,northeast,no,332.38
11,13.0,cauc,yes,northeast,no,403.61
12,40.0,cauc,yes,northeast,no,593.54
12,25.0,cauc,yes,northeast,no,451.09
9,13.0,cauc,yes,northeast,no,178.06
14,17.0,cauc,yes,northeast,no,878.44
13,26.0,cauc,yes,northeast,no,740.74
14,1.0,cauc,yes,northeast,no,308.64
12,25.0,cauc,yes,northeast,no,546.06
9,19.0,cauc,yes,northeast,no,292.02
12,23.0,cauc,yes,northeast,no,404.02
12,40.0,cauc,yes,northeast,no,878.44
13,2.0,cauc,yes,northeast,no,118.71
12,11.0,cauc,yes,northeast,no,347.22
12,4.0,cauc,yes,northeast,yes,135.03
18,17.0,afam,yes,northeast,no,427.35
12,20.0,cauc,yes,northeast,no,830.96
15,11.0,cauc,yes,northeast,no,284.9
7,30.0,afam,yes,northeast,no,403.61
16,13.0,cauc,yes,northeast,no,1163.34
16,10.0,cauc,yes,northeast,no,949.67
14,14.0,cauc,yes,northeast,no,973.41
12,15.0,cauc,yes,northeast,no,1092.12
16,28.0,afam,yes,northeast,no,1187.08
13,38.0,cauc,yes,northeast,no,664.77
12,7.0,cauc,yes,northeast,no,712.25
18,1.0,cauc,yes,northeast,no,107.0
18,2.0,cauc,yes,northeast,no,474.83
16,8.0,cauc,yes,northeast,no,367.74
12,22.0,cauc,yes,northeast,no,712.25
18,9.0,cauc,yes,northeast,no,837.39
18,42.0,cauc,yes,northeast,no,949.67
18,18.0,cauc,yes,northeast,no,2374.15
12,6.0,cauc,yes,northeast,no,166.19
12,2.0,cauc,yes,northeast,yes,92.59
8,45.0,cauc,yes,northeast,no,379.87
18,14.0,cauc,yes,northeast,no,973.41
16,23.0,cauc,yes,northeast,no,1234.57
16,30.0,cauc,yes,northeast,no,593.54
18,11.0,cauc,yes,northeast,no,1777.78
16,14.0,cauc,yes,northeast,no,2374.15
16,9.0,cauc,yes,northeast,no,1661.92
12,22.0,afam,yes,northeast,no,370.37
12,22.0,cauc,yes,northeast,no,593.54
12,17.0,cauc,yes,northeast,no,1187.08
18,5.0,cauc,yes,northeast,no,1234.57
12,12.0,cauc,yes,northeast,no,609.57
14,12.0,cauc,yes,northeast,no,830.96
18,17.0,cauc,yes,northeast,no,1234.57
12,21.0,cauc,yes,northeast,no,1068.38
12,6.0,cauc,yes,northeast,no,771.6
16,16.0,cauc,yes,northeast,no,830.96
12,9.0,cauc,yes,northeast,no,379.87
12,46.0,cauc,yes,northeast,no,735.99
12,40.0,cauc,yes,northeast,no,641.03
16,1.0,cauc,yes,northeast,no,445.85
14,-2.0,cauc,yes,northeast,no,114.86
12,42.0,cauc,yes,northeast,no,370.37
9,31.0,cauc,yes,northeast,no,1590.69
12,41.0,cauc,yes,northeast,no,591.17
15,2.0,cauc,yes,northeast,no,339.51
18,24.0,cauc,yes,northeast,no,1414.61
12,14.0,cauc,yes,northeast,no,830.96
13,16.0,cauc,yes,northeast,no,925.93
15,11.0,cauc,yes,northeast,no,735.99
16,7.0,cauc,yes,northeast,no,890.31
18,25.0,cauc,yes,northeast,no,997.15
16,14.0,cauc,yes,northeast,no,823.05
16,35.0,cauc,yes,northeast,no,1044.63
16,17.0,cauc,yes,northeast,no,688.51
14,18.0,cauc,yes,northeast,no,807.22
12,36.0,cauc,yes,northeast,no,593.54
16,5.0,cauc,yes,northeast,no,368.0
16,45.0,cauc,yes,northeast,no,1440.33
16,39.0,cauc,yes,northeast,no,664.77
11,3.0,cauc,yes,northeast,yes,101.23
16,7.0,cauc,yes,northeast,no,899.81
13,3.0,afam,yes,northeast,no,2015.62
12,41.0,cauc,yes,northeast,no,641.03
16,35.0,cauc,yes,northeast,no,949.67
14,6.0,cauc,yes,northeast,no,712.25
12,36.0,cauc,yes,northeast,no,1080.25
12,3.0,cauc,yes,northeast,no,308.64
12,0.0,cauc,yes,northeast,yes,86.42
16,5.0,cauc,yes,northeast,no,622.03
18,4.0,cauc,yes,northeast,no,641.03
12,44.0,afam,yes,northeast,no,949.67
16,2.0,afam,yes,northeast,no,474.83
15,2.0,afam,yes,northeast,yes,288.07
12,39.0,cauc,yes,northeast,no,1187.08
14,23.0,cauc,yes,northeast,no,261.16
12,3.0,cauc,yes,northeast,no,427.35
12,3.0,cauc,yes,northeast,no,427.35
11,9.0,afam,yes,northeast,yes,65.84
11,5.0,cauc,yes,northeast,no,474.83
13,10.0,cauc,yes,northeast,no,691.36
16,25.0,cauc,yes,northeast,no,1543.21
16,34.0,cauc,yes,northeast,no,1187.08
16,14.0,cauc,yes,northeast,no,547.14
12,50.0,cauc,yes,northeast,no,1068.38
13,-1.0,afam,yes,northeast,yes,164.61
16,35.0,cauc,yes,northeast,no,1187.08
12,44.0,cauc,yes,northeast,no,830.96
17,13.0,cauc,yes,northeast,no,1258.31
18,29.0,cauc,yes,northeast,no,1566.95
12,17.0,cauc,yes,northeast,yes,403.61
14,18.0,cauc,yes,northeast,no,1305.79
13,14.0,cauc,yes,northeast,no,522.32
12,26.0,cauc,yes,northeast,no,555.56
18,32.0,cauc,yes,northeast,no,1068.38
16,3.0,cauc,yes,northeast,no,345.68
16,1.0,cauc,yes,northeast,yes,78.35
14,1.0,cauc,yes,northeast,no,370.37
12,16.0,cauc,yes,northeast,no,1187.08
11,12.0,cauc,yes,northeast,no,498.58
12,36.0,cauc,yes,northeast,no,617.28
16,3.0,cauc,yes,northeast,yes,205.76
16,7.0,afam,yes,northeast,no,213.68
12,24.0,afam,yes,northeast,no,807.22
9,38.0,afam,yes,northeast,no,498.58
16,18.0,afam,yes,northeast,no,427.35
13,8.0,cauc,yes,northeast,no,664.77
12,24.0,afam,yes,northeast,yes,462.96
18,16.0,afam,yes,northeast,no,1780.63
14,33.0,cauc,yes,northeast,no,1780.63
12,39.0,cauc,yes,northeast,no,735.99
12,33.0,cauc,yes,northeast,no,997.15
12,7.0,cauc,yes,northeast,no,664.77
12,15.0,cauc,yes,northeast,yes,216.05
12,18.0,cauc,yes,northeast,no,353.4
12,8.0,afam,yes,northeast,no,403.61
8,49.0,afam,yes,northeast,no,712.25
16,14.0,cauc,yes,northeast,no,1424.5
12,17.0,cauc,yes,northeast,no,356.13
12,14.0,cauc,yes,northeast,no,1020.89
14,12.0,cauc,yes,northeast,no,593.54
12,13.0,cauc,yes,northeast,no,379.87
18,18.0,cauc,yes,northeast,no,783.48
11,15.0,afam,yes,northeast,no,593.54
16,19.0,cauc,yes,northeast,no,379.87
14,13.0,cauc,yes,northeast,no,1733.14
9,54.0,cauc,yes,northeast,yes,142.45
13,38.0,cauc,yes,northeast,no,1139.6
12,20.0,cauc,yes,northeast,no,949.67
12,34.0,cauc,yes,northeast,no,1424.5
13,6.0,cauc,yes,northeast,no,1068.38
12,5.0,cauc,yes,northeast,no,830.96
16,7.0,afam,yes,northeast,no,427.35
10,25.0,afam,yes,northeast,no,451.09
3,49.0,cauc,yes,northeast,no,314.46
12,21.0,cauc,yes,northeast,no,641.03
16,1.0,afam,yes,northeast,no,652.9
16,0.0,afam,yes,northeast,yes,771.6
14,32.0,cauc,yes,northeast,no,1424.5
15,-1.0,cauc,yes,northeast,no,259.26
18,16.0,cauc,yes,northeast,no,735.4
12,4.0,cauc,yes,northeast,yes,221.79
17,45.0,afam,yes,northeast,yes,108.02
15,16.0,cauc,yes,northeast,no,987.65
16,24.0,cauc,yes,northeast,no,2374.15
18,17.0,cauc,yes,northeast,no,1780.63
16,12.0,cauc,yes,northeast,no,1187.08
12,5.0,cauc,yes,northeast,no,308.64
16,3.0,cauc,yes,northeast,no,282.92
12,22.0,afam,yes,northeast,no,712.25
12,33.0,afam,yes,northeast,no,474.83
18,3.0,cauc,yes,northeast,no,706.2
12,43.0,cauc,yes,northeast,yes,185.19
12,36.0,cauc,yes,northeast,no,830.96
13,7.0,cauc,yes,northeast,no,1068.38
18,28.0,cauc,yes,northeast,no,1234.57
12,48.0,afam,yes,northeast,no,273.03
12,17.0,cauc,yes,northeast,no,332.38
12,40.0,afam,yes,northeast,no,1954.73
16,17.0,cauc,yes,northeast,no,1450.62
12,45.0,cauc,yes,northeast,no,854.7
14,18.0,cauc,yes,northeast,no,2136.75
14,18.0,cauc,yes,northeast,no,1728.4
18,1.0,cauc,yes,northeast,no,432.1
14,6.0,afam,yes,northeast,no,593.54
12,6.0,cauc,yes,northeast,no,474.83
16,13.0,cauc,yes,northeast,no,1068.38
12,1.0,cauc,yes,northeast,no,356.13
16,4.0,cauc,yes,northeast,no,949.67
12,38.0,cauc,yes,northeast,no,356.13
12,4.0,cauc,yes,northeast,no,379.87
13,10.0,cauc,yes,northeast,no,427.35
14,46.0,cauc,yes,northeast,no,1068.38
12,8.0,cauc,yes,northeast,no,740.74
12,4.0,cauc,yes,northeast,no,522.32
12,27.0,cauc,yes,northeast,no,1020.89
18,13.0,cauc,yes,northeast,no,1970.56
12,12.0,cauc,yes,northeast,no,712.25
16,15.0,cauc,yes,northeast,no,1970.56
18,16.0,cauc,yes,northeast,no,712.25
12,35.0,cauc,yes,northeast,no,569.8
12,11.0,cauc,yes,northeast,no,522.32
17,4.0,cauc,yes,northeast,no,296.77
12,4.0,cauc,yes,northeast,no,462.96
15,10.0,cauc,yes,northeast,no,1329.53
18,18.0,cauc,yes,northeast,no,997.15
12,13.0,cauc,yes,northeast,no,766.86
12,9.0,cauc,yes,northeast,yes,237.42
14,5.0,cauc,yes,northeast,no,474.83
14,3.0,cauc,yes,northeast,no,546.06
10,3.0,cauc,yes,northeast,no,246.91
16,37.0,cauc,yes,northeast,no,1187.08
13,17.0,cauc,yes,northeast,no,949.67
12,31.0,cauc,yes,northeast,no,522.32
13,3.0,cauc,yes,northeast,no,379.87
14,21.0,cauc,yes,northeast,no,783.48
12,11.0,cauc,yes,northeast,no,830.96
14,33.0,cauc,yes,northeast,no,783.48
15,-1.0,cauc,yes,northeast,yes,102.09
13,18.0,cauc,yes,northeast,no,641.03
14,14.0,cauc,yes,northeast,no,569.8
13,19.0,cauc,yes,northeast,no,546.06
18,17.0,afam,yes,northeast,no,2065.53
13,10.0,cauc,yes,northeast,no,322.89
16,16.0,cauc,yes,northeast,no,759.73
16,4.0,cauc,yes,northeast,no,356.13
14,11.0,cauc,yes,northeast,no,973.41
12,41.0,cauc,yes,northeast,no,881.83
15,-1.0,cauc,yes,northeast,yes,88.18
12,44.0,cauc,yes,northeast,no,576.13
13,13.0,cauc,yes,northeast,no,1305.79
14,10.0,cauc,yes,northeast,no,427.35
18,20.0,cauc,yes,northeast,no,1234.57
18,32.0,cauc,yes,northeast,no,1022.86
17,-1.0,cauc,yes,northeast,yes,308.64
12,0.0,cauc,yes,northeast,yes,92.08
14,35.0,cauc,yes,northeast,no,1044.63
12,6.0,cauc,yes,northeast,no,159.16
16,7.0,cauc,yes,northeast,no,2113.01
18,26.0,cauc,yes,northeast,no,949.67
16,3.0,cauc,yes,northeast,no,600.6
12,40.0,cauc,yes,northeast,no,1614.43
18,27.0,cauc,yes,northeast,no,2374.15
16,9.0,cauc,yes,northeast,no,474.83
14,50.0,afam,yes,northeast,no,474.83
16,21.0,cauc,yes,northeast,no,1768.76
13,0.0,cauc,yes,northeast,no,123.46
14,3.0,cauc,yes,northeast,yes,209.88
18,10.0,cauc,yes,northeast,no,1187.08
18,21.0,cauc,yes,northeast,no,712.25
13,3.0,cauc,yes,northeast,no,216.05
14,0.0,cauc,yes,northeast,yes,118.71
13,-1.0,cauc,yes,northeast,yes,118.71
12,51.0,cauc,yes,northeast,no,2136.75
12,21.0,cauc,yes,northeast,no,1305.79
15,7.0,cauc,yes,northeast,no,949.67
12,19.0,cauc,yes,northeast,no,629.63
12,9.0,cauc,yes,northeast,no,546.06
13,26.0,cauc,yes,northeast,no,949.67
14,3.0,cauc,yes,northeast,no,593.54
12,2.0,cauc,yes,northeast,no,427.35
12,22.0,cauc,yes,northeast,no,96.83
12,49.0,cauc,yes,northeast,yes,58.79
16,6.0,cauc,yes,northeast,yes,201.8
16,7.0,cauc,yes,northeast,yes,194.68
16,7.0,cauc,yes,northeast,no,219.61
12,13.0,cauc,yes,northeast,no,593.54
18,24.0,cauc,yes,northeast,no,1092.12
16,24.0,cauc,yes,northeast,no,1305.79
14,23.0,cauc,yes,northeast,no,1780.63
12,12.0,cauc,yes,northeast,no,403.61
12,23.0,cauc,yes,northeast,no,688.51
12,8.0,cauc,yes,northeast,yes,509.26
18,25.0,cauc,yes,northeast,no,1424.5
18,36.0,cauc,yes,northeast,no,296.3
18,31.0,cauc,yes,northeast,no,949.67
15,0.0,cauc,yes,northeast,yes,144.44
15,10.0,cauc,yes,northeast,no,427.35
12,20.0,cauc,yes,northeast,no,997.15
18,21.0,cauc,yes,northeast,no,1009.02
15,-2.0,afam,yes,northeast,yes,52.23
12,35.0,cauc,yes,northeast,no,1258.31
18,21.0,cauc,yes,northeast,no,1161.0
18,20.0,cauc,yes,northeast,no,1092.12
13,21.0,cauc,yes,northeast,no,282.92
18,17.0,cauc,yes,northeast,no,593.54
18,4.0,cauc,yes,northeast,no,563.61
14,28.0,cauc,yes,northeast,no,1020.89
12,45.0,cauc,yes,northeast,no,1543.21
17,19.0,cauc,yes,northeast,no,795.35
12,2.0,cauc,yes,northeast,no,284.9
12,18.0,cauc,yes,northeast,no,664.77
12,31.0,cauc,yes,northeast,no,451.09
12,4.0,cauc,yes,northeast,no,712.25
12,4.0,cauc,yes,northeast,yes,318.93
12,4.0,cauc,yes,northeast,no,356.13
16,5.0,cauc,yes,northeast,no,1068.38
16,5.0,cauc,yes,northeast,no,361.34
16,16.0,cauc,yes,northeast,no,1543.21
16,18.0,cauc,yes,northeast,no,1780.63
0,30.0,cauc,yes,northeast,no,308.64
8,24.0,afam,yes,northeast,no,308.64
10,11.0,afam,yes,northeast,no,1090.53
13,18.0,cauc,yes,northeast,no,641.03
12,14.0,cauc,yes,northeast,no,170.94
18,12.0,afam,yes,northeast,no,759.73
12,36.0,cauc,yes,northeast,no,474.83
12,11.0,cauc,yes,northeast,no,712.25
12,6.0,cauc,yes,northeast,no,308.64
12,24.0,cauc,yes,northeast,no,1111.11
16,27.0,cauc,yes,northeast,no,1068.38
15,4.0,cauc,yes,northeast,no,807.22
8,22.0,cauc,yes,northeast,no,474.83
12,13.0,cauc,yes,northeast,no,712.25
12,42.0,cauc,yes,northeast,no,712.25
13,26.0,cauc,yes,northeast,no,949.67
14,-1.0,cauc,yes,northeast,no,271.6
12,0.0,cauc,yes,northeast,no,189.93
12,2.0,cauc,yes,northeast,yes,61.73
16,15.0,cauc,yes,northeast,no,712.25
12,20.0,cauc,yes,northeast,no,546.06
15,5.0,cauc,yes,northeast,no,593.54
12,6.0,cauc,yes,northeast,no,522.32
12,20.0,cauc,yes,northeast,no,474.83
12,40.0,cauc,yes,northeast,no,765.43
12,24.0,cauc,yes,northeast,no,712.25
16,10.0,cauc,yes,northeast,no,712.25
14,7.0,cauc,yes,northeast,no,688.51
16,1.0,cauc,yes,northeast,no,123.46
16,13.0,cauc,yes,northeast,no,712.25
16,9.0,cauc,yes,northeast,no,522.32
16,35.0,cauc,yes,northeast,no,1187.08
12,23.0,cauc,yes,northeast,no,617.28
12,48.0,cauc,yes,northeast,no,617.28
13,-1.0,cauc,yes,northeast,yes,76.43
17,10.0,cauc,yes,northeast,no,1020.89
18,16.0,cauc,yes,northeast,no,949.67
12,29.0,cauc,yes,northeast,no,783.48
14,20.0,cauc,yes,northeast,no,807.22
18,19.0,cauc,yes,northeast,no,1377.02
16,31.0,cauc,yes,northeast,no,1080.25
9,24.0,afam,yes,northeast,no,332.38
12,10.0,afam,yes,northeast,no,356.13
14,23.0,cauc,yes,northeast,no,1187.08
14,27.0,cauc,yes,northeast,no,830.96
12,1.0,afam,yes,northeast,no,313.39
12,9.0,cauc,yes,northeast,no,854.7
10,37.0,cauc,yes,northeast,no,514.67
12,30.0,cauc,yes,northeast,yes,166.19
16,14.0,cauc,yes,northeast,no,949.67
12,8.0,cauc,yes,northeast,no,522.32
12,14.0,cauc,yes,northeast,no,829.63
12,11.0,cauc,yes,northeast,no,919.36
14,19.0,cauc,yes,northeast,no,639.13
17,2.0,cauc,yes,northeast,no,427.35
18,9.0,cauc,yes,northeast,no,427.35
16,4.0,cauc,yes,northeast,no,379.87
13,5.0,cauc,yes,northeast,no,273.03
18,12.0,cauc,yes,northeast,no,512.82
18,5.0,cauc,yes,northeast,no,533.0
15,18.0,cauc,yes,northeast,no,599.48
13,44.0,cauc,yes,northeast,no,1139.6
16,2.0,cauc,yes,northeast,no,603.04
16,5.0,cauc,yes,northeast,no,603.04
12,21.0,cauc,yes,northeast,no,401.12
12,3.0,cauc,yes,northeast,yes,161.82
16,10.0,cauc,yes,northeast,no,830.96
12,13.0,cauc,yes,northeast,no,308.64
12,10.0,cauc,yes,northeast,no,498.58
15,15.0,cauc,yes,northeast,no,569.8
14,12.0,cauc,yes,northeast,no,441.31
9,46.0,cauc,yes,northeast,no,344.53
12,7.0,cauc,yes,northeast,yes,92.59
14,11.0,cauc,yes,northeast,no,593.54
18,11.0,cauc,yes,northeast,no,759.73
18,43.0,cauc,yes,northeast,no,1543.21
14,5.0,cauc,yes,northeast,no,593.54
12,18.0,cauc,yes,northeast,no,1661.92
12,8.0,cauc,yes,northeast,no,427.35
13,1.0,cauc,yes,northeast,no,101.85
12,24.0,cauc,yes,northeast,no,759.73
10,43.0,cauc,yes,northeast,no,246.91
12,3.0,cauc,yes,northeast,no,150.56
12,9.0,cauc,yes,northeast,no,362.14
12,17.0,cauc,yes,northeast,no,427.35
14,20.0,cauc,yes,northeast,no,1020.89
12,13.0,cauc,yes,northeast,no,332.38
16,30.0,cauc,yes,northeast,no,1187.08
14,4.0,cauc,yes,northeast,no,522.32
16,30.0,cauc,yes,northeast,no,1187.08
16,1.0,cauc,yes,northeast,no,77.16
16,6.0,cauc,yes,northeast,no,1068.38
16,13.0,cauc,yes,northeast,no,1068.38
16,20.0,afam,yes,northeast,no,1305.79
18,12.0,cauc,yes,northeast,no,939.35
10,43.0,afam,yes,northeast,no,356.13
12,35.0,cauc,yes,northeast,no,1068.38
18,3.0,cauc,yes,northeast,yes,493.83
8,36.0,cauc,yes,northeast,no,284.9
12,5.0,cauc,yes,northeast,no,237.42
12,11.0,cauc,yes,northeast,no,379.87
18,28.0,cauc,yes,northeast,no,899.95
14,-1.0,cauc,yes,northeast,yes,62.12
12,39.0,cauc,yes,northeast,no,178.06
12,2.0,cauc,yes,northeast,no,396.49
12,5.0,cauc,yes,northeast,no,106.84
12,13.0,cauc,yes,northeast,no,890.31
14,25.0,cauc,yes,northeast,no,1187.08
17,-1.0,cauc,yes,northeast,no,182.1
13,0.0,cauc,yes,northeast,yes,205.76
12,28.0,cauc,yes,northeast,no,1037.27
14,21.0,cauc,yes,northeast,no,919.99
12,27.0,cauc,yes,northeast,no,617.28
12,25.0,cauc,yes,northeast,no,759.73
16,-1.0,cauc,yes,northeast,yes,142.45
16,-1.0,cauc,yes,northeast,yes,142.45
18,20.0,cauc,yes,northeast,no,791.64
16,12.0,cauc,yes,northeast,no,381.22
14,11.0,cauc,yes,northeast,no,854.7
16,19.0,cauc,yes,northeast,no,1328.23
12,35.0,cauc,yes,northeast,no,830.96
12,17.0,cauc,yes,northeast,no,854.7
12,8.0,cauc,yes,northeast,no,522.32
14,7.0,cauc,yes,northeast,no,332.38
17,2.0,cauc,yes,northeast,no,1039.89
16,34.0,cauc,yes,northeast,no,1068.38
16,14.0,cauc,yes,northeast,no,878.44
18,6.0,cauc,yes,northeast,no,1068.38
16,12.0,cauc,yes,northeast,no,593.54
16,0.0,cauc,yes,northeast,no,393.83
16,12.0,cauc,yes,northeast,no,332.38
8,32.0,cauc,yes,northeast,no,498.58
16,4.0,cauc,yes,northeast,no,242.17
12,42.0,cauc,yes,northeast,no,1152.26
12,28.0,cauc,yes,northeast,no,617.28
18,24.0,cauc,yes,northeast,no,1424.5
16,-1.0,cauc,yes,northeast,no,246.91
12,17.0,cauc,yes,northeast,no,854.7
15,13.0,cauc,yes,northeast,no,890.31
12,30.0,cauc,yes,northeast,no,671.06
11,43.0,cauc,yes,northeast,no,522.32
14,3.0,cauc,yes,northeast,no,123.46
18,13.0,cauc,yes,northeast,no,664.77
11,41.0,cauc,yes,northeast,no,474.83
16,2.0,cauc,yes,northeast,no,569.8
9,28.0,cauc,yes,northeast,no,474.83
12,3.0,cauc,yes,northeast,no,569.8
18,17.0,cauc,yes,northeast,no,1305.79
14,5.0,cauc,yes,northeast,no,902.18
16,4.0,cauc,yes,northeast,no,895.06
12,14.0,cauc,yes,northeast,no,351.38
18,30.0,cauc,yes,northeast,no,1228.96
12,11.0,cauc,yes,northeast,no,493.83
13,12.0,cauc,yes,northeast,no,546.06
12,8.0,cauc,yes,northeast,no,219.61
18,13.0,cauc,yes,northeast,no,712.25
13,13.0,cauc,yes,northeast,no,406.85
8,22.0,cauc,yes,northeast,no,427.35
12,12.0,cauc,yes,northeast,no,557.93
11,31.0,cauc,yes,northeast,no,593.54
12,27.0,cauc,yes,northeast,no,546.06
18,8.0,cauc,yes,northeast,no,448.93
12,27.0,cauc,yes,northeast,no,522.32
14,25.0,cauc,yes,northeast,no,664.77
14,2.0,cauc,yes,northeast,no,137.23
11,11.0,cauc,yes,northeast,no,246.91
10,13.0,cauc,yes,northeast,no,427.35
11,11.0,cauc,yes,northeast,no,440.92
16,9.0,cauc,yes,northeast,no,1139.6
12,13.0,cauc,yes,northeast,no,759.73
5,44.0,cauc,yes,northeast,no,474.83
13,20.0,cauc,yes,northeast,no,1141.98
12,26.0,cauc,yes,northeast,no,308.64
10,21.0,cauc,yes,northeast,no,552.1
13,19.0,cauc,yes,northeast,no,474.83
18,14.0,cauc,yes,northeast,no,664.77
16,27.0,cauc,yes,northeast,no,1424.5
14,-1.0,cauc,yes,northeast,yes,109.19
12,17.0,cauc,yes,northeast,no,885.92
12,9.0,cauc,yes,northeast,no,356.13
12,30.0,cauc,yes,northeast,no,498.58
12,15.0,cauc,yes,northeast,no,807.22
12,15.0,cauc,yes,northeast,no,498.58
12,10.0,cauc,yes,northeast,no,593.54
12,13.0,cauc,yes,northeast,no,522.32
12,18.0,cauc,yes,northeast,no,411.52
12,20.0,cauc,yes,northeast,no,569.8
14,7.0,cauc,yes,northeast,no,605.41
11,45.0,cauc,yes,northeast,no,555.56
14,20.0,cauc,yes,northeast,no,546.06
12,27.0,cauc,yes,northeast,no,712.25
12,24.0,cauc,yes,northeast,no,593.54
16,12.0,afam,yes,northeast,no,522.32
16,8.0,cauc,yes,northeast,no,1073.12
16,13.0,cauc,yes,northeast,no,997.15
16,9.0,cauc,yes,northeast,no,557.93
14,0.0,cauc,yes,northeast,no,167.14
12,52.0,cauc,yes,northeast,yes,66.48
13,49.0,cauc,yes,northeast,yes,89.71
13,10.0,cauc,yes,northeast,no,308.64
14,3.0,cauc,yes,northeast,yes,154.32
16,35.0,cauc,yes,northeast,no,474.83
16,2.0,cauc,yes,northeast,no,284.9
17,9.0,cauc,yes,northeast,no,847.17
16,3.0,cauc,yes,northeast,no,269.35
12,14.0,cauc,yes,northeast,no,356.13
12,31.0,cauc,yes,northeast,no,455.56
12,43.0,cauc,yes,northeast,no,427.35
12,6.0,cauc,yes,northeast,no,294.4
18,29.0,cauc,yes,northeast,no,949.67
13,18.0,cauc,yes,northeast,no,284.9
6,42.0,cauc,yes,northeast,no,807.22
12,0.0,cauc,yes,northeast,yes,142.45
12,15.0,cauc,yes,northeast,no,261.16
12,3.0,cauc,yes,northeast,no,237.42
11,26.0,cauc,yes,northeast,no,356.13
12,22.0,cauc,yes,northeast,no,370.37
12,27.0,cauc,yes,northeast,no,617.28
12,49.0,cauc,yes,northeast,no,478.71
12,41.0,cauc,yes,northeast,no,888.01
14,7.0,cauc,yes,northeast,no,474.83
14,13.0,cauc,yes,northeast,no,617.28
10,24.0,cauc,yes,northeast,no,423.22
15,18.0,cauc,yes,northeast,no,712.25
9,46.0,cauc,yes,northeast,no,593.54
12,4.0,cauc,yes,northeast,no,561.17
12,3.0,cauc,yes,northeast,no,209.88
12,21.0,cauc,yes,northeast,no,830.96
14,31.0,cauc,yes,northeast,no,356.13
14,3.0,cauc,yes,northeast,no,325.68
15,0.0,cauc,yes,northeast,no,204.53
12,5.0,cauc,yes,northeast,no,664.77
16,39.0,cauc,yes,northeast,no,712.25
16,26.0,cauc,yes,northeast,no,925.93
15,-1.0,cauc,yes,northeast,no,445.82
18,27.0,cauc,yes,northeast,no,1590.69
18,18.0,cauc,yes,northeast,no,997.15
14,26.0,cauc,yes,northeast,no,759.73
14,25.0,cauc,yes,northeast,no,664.77
16,24.0,cauc,yes,northeast,no,759.73
13,-1.0,cauc,yes,northeast,no,151.23
14,12.0,cauc,yes,northeast,no,546.06
13,14.0,cauc,yes,northeast,no,354.66
12,13.0,cauc,yes,northeast,no,957.38
6,51.0,cauc,yes,northeast,no,308.64
12,21.0,cauc,yes,northeast,no,664.77
14,17.0,cauc,yes,northeast,no,641.03
9,47.0,cauc,yes,northeast,no,874.49
12,35.0,cauc,yes,northeast,no,1115.86
16,21.0,cauc,yes,northeast,no,973.41
16,17.0,cauc,yes,northeast,no,949.67
13,1.0,cauc,yes,northeast,no,324.62
11,22.0,cauc,yes,northeast,no,406.62
12,43.0,cauc,yes,northeast,no,356.13
12,40.0,cauc,yes,northeast,no,522.32
17,25.0,afam,yes,northeast,no,1068.38
14,9.0,cauc,yes,northeast,no,807.22
16,12.0,cauc,yes,northeast,no,783.48
18,34.0,cauc,yes,northeast,no,783.48
14,1.0,cauc,yes,northeast,no,237.42
11,5.0,cauc,yes,northeast,no,427.35
13,6.0,cauc,yes,northeast,no,213.68
18,32.0,cauc,yes,northeast,no,593.54
17,13.0,cauc,yes,northeast,no,835.0
14,18.0,cauc,yes,northeast,no,296.77
12,15.0,cauc,yes,northeast,no,395.06
18,4.0,cauc,yes,northeast,no,617.28
12,5.0,cauc,yes,northeast,no,790.12
18,17.0,cauc,yes,northeast,no,699.43
12,31.0,cauc,yes,northeast,no,783.48
14,3.0,cauc,yes,northeast,no,617.28
14,-1.0,cauc,yes,northeast,no,388.89
2,31.0,cauc,yes,northeast,no,723.03
14,43.0,cauc,yes,northeast,yes,72.89
18,3.0,cauc,yes,northeast,no,629.15
12,14.0,cauc,yes,northeast,no,548.65
12,33.0,cauc,yes,northeast,no,854.7
13,7.0,cauc,yes,northeast,no,807.22
13,4.0,cauc,yes,northeast,no,427.35
12,36.0,cauc,yes,northeast,no,759.73
13,2.0,cauc,yes,northeast,no,356.13
11,2.0,cauc,yes,northeast,yes,145.24
16,35.0,cauc,yes,northeast,no,1041.6
16,1.0,cauc,yes,northeast,yes,241.12
12,32.0,cauc,yes,northeast,no,331.57
18,8.0,cauc,yes,northeast,no,1187.08
14,2.0,cauc,yes,northeast,no,411.52
